Date,Max Temp (°C),Min Temp (°C),Max Wind Gust (km/h),Wind Direction (°),Wind Direction
2023-11-16,0.3,-6.5,,,Unknown
2023-11-17,2.7,-5.2,,,Unknown
2023-11-18,4.7,-0.5,,,Unknown
2023-11-19,7.6,-0.8,,,Unknown
2023-11-20,-0.5,-8.8,,,Unknown
2023-11-21,-0.7,-12.1,,,Unknown
2023-11-22,-4.1,-11.0,,,Unknown
2023-11-23,0.7,-8.5,,,Unknown
2023-11-24,1.6,-3.1,,,Unknown
2023-11-25,-3.1,-14.0,,,Unknown
2023-11-26,-0.9,-12.2,,,Unknown
2023-11-27,0.5,-10.3,,,Unknown
2023-11-28,3.4,-1.2,,,Unknown
2023-11-29,2.9,-2.9,,,Unknown
2023-11-30,-2.9,-11.5,,,Unknown
2023-12-01,-0.1,-9.9,,,Unknown
2023-12-02,-0.1,-4.2,,,Unknown
2023-12-03,-2.4,-5.6,,,Unknown
2023-12-04,-3.5,-7.0,,,Unknown
2023-12-05,-5.6,-9.7,,,Unknown
2023-12-06,-3.2,-15.9,,,Unknown
2023-12-07,-4.2,-7.9,,,Unknown
2023-12-08,2.4,-4.5,,,Unknown
2023-12-09,2.2,-2.3,,,Unknown
2023-12-10,0.3,-12.8,,,Unknown
2023-12-11,8.0,-1.6,,,Unknown
2023-12-12,9.2,-2.6,,,Unknown
2023-12-13,-1.3,-5.8,,,Unknown
2023-12-14,-4.2,-11.8,,,Unknown
2023-12-15,-2.2,-14.0,,,Unknown
2023-12-16,-2.1,-10.9,,,Unknown
2023-12-17,-0.1,-13.5,,,Unknown
2023-12-18,6.2,-0.2,,,Unknown
2023-12-19,9.6,3.9,,,Unknown
2023-12-20,9.1,0.8,,,Unknown
2023-12-21,1.3,-8.7,,,Unknown
2023-12-22,-3.4,-8.4,,,Unknown
2023-12-23,-3.6,-12.4,,,Unknown
2023-12-24,-0.8,-9.7,,,Unknown
2023-12-25,-1.4,-10.9,,,Unknown
2023-12-26,1.8,-7.6,,,Unknown
2023-12-27,-5.2,-9.5,,,Unknown
2023-12-28,-5.8,-11.2,,,Unknown
2023-12-29,-2.6,-15.9,,,Unknown
2023-12-30,0.3,-5.9,,,Unknown
2023-12-31,-0.6,-3.5,,,Unknown
2024-01-01,-3.5,-15.0,,,Unknown
2024-01-02,-4.2,-17.0,,,Unknown
2024-01-03,-1.0,-10.1,,,Unknown
2024-01-04,-5.7,-12.4,,,Unknown
2024-01-05,-6.7,-10.9,,,Unknown
2024-01-06,-9.8,-19.6,,,Unknown
2024-01-07,-8.7,-18.7,,,Unknown
2024-01-08,-3.6,-9.8,,,Unknown
2024-01-09,-6.2,-14.8,,,Unknown
2024-01-10,-5.9,-21.5,,,Unknown
2024-01-11,-0.7,-8.3,,,Unknown
2024-01-12,0.0,-4.5,,,Unknown
2024-01-13,-4.4,-7.7,,,Unknown
2024-01-14,-1.4,-7.7,,,Unknown
2024-01-15,-0.9,-6.3,,,Unknown
2024-01-16,-2.2,-12.7,,,Unknown
2024-01-17,-1.1,-16.1,,,Unknown
2024-01-18,-2.0,-12.8,,,Unknown
2024-01-19,-5.6,-13.5,,,Unknown
2024-01-20,0.3,-7.4,,,Unknown
2024-01-21,-1.8,-8.1,,,Unknown
2024-01-22,-5.0,-18.5,,,Unknown
2024-01-23,-8.4,-24.1,,,Unknown
2024-01-24,-15.2,-26.4,,,Unknown
2024-01-25,-5.3,-17.4,,,Unknown
2024-01-26,-9.8,-21.1,,,Unknown
2024-01-27,-8.4,-16.2,,,Unknown
2024-01-28,-1.4,-13.4,,,Unknown
2024-01-29,-13.5,-25.4,,,Unknown
2024-01-30,-12.2,-27.9,,,Unknown
2024-01-31,-4.6,-16.6,,,Unknown
2024-02-01,-5.0,-20.7,,,Unknown
2024-02-02,-7.8,-23.4,,,Unknown
2024-02-03,-10.7,-20.7,,,Unknown
2024-02-04,-7.6,-18.3,,,Unknown
2024-02-05,-2.4,-8.0,,,Unknown
2024-02-06,-2.9,-5.9,,,Unknown
2024-02-07,2.3,-12.4,,,Unknown
2024-02-08,-2.3,-12.2,,,Unknown
2024-02-09,-1.4,-6.5,,,Unknown
2024-02-10,-1.4,-8.7,,,Unknown
2024-02-11,0.1,-4.5,,,Unknown
2024-02-12,2.5,-2.2,,,Unknown
2024-02-13,-1.1,-6.3,,,Unknown
2024-02-14,-1.5,-7.6,,,Unknown
2024-02-15,-0.8,-3.2,,,Unknown
2024-02-16,-3.1,-6.7,,,Unknown
2024-02-17,-4.1,-7.1,,,Unknown
2024-02-18,-6.6,-11.5,,,Unknown
2024-02-19,-8.5,-15.4,,,Unknown
2024-02-20,-11.5,-18.2,,,Unknown
2024-02-21,-11.0,-19.1,,,Unknown
2024-02-22,-1.8,-12.0,,,Unknown
2024-02-23,-1.0,-7.2,,,Unknown
2024-02-24,2.4,-4.5,,,Unknown
2024-02-25,2.9,-12.3,,,Unknown
2024-02-26,-2.7,-15.3,,,Unknown
2024-02-27,0.0,-6.9,,,Unknown
2024-02-28,4.0,-4.8,,,Unknown
2024-02-29,6.4,-2.1,,,Unknown
2024-03-01,-2.1,-17.5,,,Unknown
2024-03-02,-7.4,-16.5,,,Unknown
2024-03-03,4.0,-8.4,,,Unknown
2024-03-04,-3.0,-15.3,,,Unknown
2024-03-05,-2.1,-10.5,,,Unknown
2024-03-06,5.8,-3.1,,,Unknown
2024-03-07,-3.1,-11.8,,,Unknown
2024-03-08,-2.2,-13.8,,,Unknown
2024-03-09,-1.3,-14.0,,,Unknown
2024-03-10,3.0,-11.0,,,Unknown
2024-03-11,-1.6,-4.7,,,Unknown
2024-03-12,1.9,-3.4,,,Unknown
2024-03-13,3.7,0.2,,,Unknown
2024-03-14,2.8,-2.8,,,Unknown
2024-03-15,1.7,-3.8,,,Unknown
2024-03-16,3.6,-3.4,,,Unknown
2024-03-17,2.0,-6.4,,,Unknown
2024-03-18,-0.2,-3.2,,,Unknown
2024-03-19,5.2,-4.5,,,Unknown
2024-03-20,2.2,-2.8,,,Unknown
2024-03-21,0.3,-4.3,,,Unknown
2024-03-22,-0.5,-3.6,,,Unknown
2024-03-23,1.4,-6.3,,,Unknown
2024-03-24,0.3,-6.8,,,Unknown
2024-03-25,-2.8,-12.7,,,Unknown
2024-03-26,2.8,-10.0,,,Unknown
2024-03-27,0.0,-9.0,,,Unknown
2024-03-28,6.3,-2.5,,,Unknown
2024-03-29,3.9,-0.4,,,Unknown
2024-03-30,1.6,-0.2,,,Unknown
2024-03-31,6.0,-0.2,,,Unknown
2024-04-01,2.8,0.4,,,Unknown
2024-04-02,4.4,-0.3,,,Unknown
2024-04-03,4.4,-1.9,,,Unknown
2024-04-04,5.9,-2.9,,,Unknown
2024-04-05,4.0,-5.4,,,Unknown
2024-04-06,3.3,-2.0,,,Unknown
2024-04-07,6.5,-6.5,,,Unknown
2024-04-08,4.5,-7.2,,,Unknown
2024-04-09,3.0,-4.8,,,Unknown
2024-04-10,4.6,-7.6,,,Unknown
2024-04-11,6.7,-5.2,,,Unknown
2024-04-12,4.2,-1.8,,,Unknown
2024-04-13,11.0,2.4,,,Unknown
2024-04-14,10.0,2.2,,,Unknown
2024-04-15,7.6,0.4,,,Unknown
2024-04-16,11.2,-1.4,,,Unknown
2024-04-17,10.4,-0.6,,,Unknown
2024-04-18,4.5,-3.8,,,Unknown
2024-04-19,7.7,-5.0,,,Unknown
2024-04-20,8.5,-6.1,,,Unknown
2024-04-21,5.9,-0.5,,,Unknown
2024-04-22,6.9,-2.3,,,Unknown
2024-04-23,1.8,-9.3,,,Unknown
2024-04-24,7.9,-1.3,,,Unknown
2024-04-25,3.5,-1.7,,,Unknown
2024-04-26,1.6,-4.2,,,Unknown
2024-04-27,7.4,-6.4,,,Unknown
2024-04-28,14.7,-2.1,,,Unknown
2024-04-29,6.0,-2.6,,,Unknown
2024-04-30,9.5,1.1,,,Unknown
2024-05-01,7.1,3.0,,,Unknown
2024-05-02,3.7,1.4,,,Unknown
2024-05-03,6.6,0.3,,,Unknown
2024-05-04,5.6,-1.6,,,Unknown
2024-05-05,10.9,-2.7,,,Unknown
2024-05-06,4.4,-0.4,,,Unknown
2024-05-07,12.8,0.9,,,Unknown
2024-05-08,6.9,1.9,,,Unknown
2024-05-09,7.3,0.5,,,Unknown
2024-05-10,5.5,-0.5,,,Unknown
2024-05-11,7.5,-2.5,,,Unknown
2024-05-12,2.7,-2.3,,,Unknown
2024-05-13,14.6,1.1,,,Unknown
2024-05-14,11.8,-0.2,,,Unknown
2024-05-15,7.3,-1.8,,,Unknown
2024-05-16,13.8,2.4,,,Unknown
2024-05-17,9.2,-0.5,,,Unknown
2024-05-18,8.0,1.9,,,Unknown
2024-05-19,7.6,0.0,,,Unknown
2024-05-20,12.7,1.8,,,Unknown
2024-05-21,10.5,3.2,,,Unknown
2024-05-22,7.8,2.3,,,Unknown
2024-05-23,7.2,0.3,,,Unknown
2024-05-24,2.9,0.0,,,Unknown
2024-05-25,4.4,1.3,,,Unknown
2024-05-26,6.2,1.0,,,Unknown
2024-05-27,14.3,0.8,,,Unknown
2024-05-28,16.0,1.2,,,Unknown
2024-05-29,14.0,6.7,,,Unknown
2024-05-30,13.6,4.3,,,Unknown
2024-05-31,7.3,2.0,,,Unknown
2024-06-01,9.5,2.5,,,Unknown
2024-06-02,11.2,2.6,,,Unknown
2024-06-03,13.4,6.6,,,Unknown
2024-06-04,16.8,8.0,,,Unknown
2024-06-05,14.3,7.0,,,Unknown
2024-06-06,13.1,5.5,,,Unknown
2024-06-07,13.6,5.4,,,Unknown
2024-06-08,14.6,5.3,,,Unknown
2024-06-09,17.9,4.1,,,Unknown
2024-06-10,15.9,8.5,,,Unknown
2024-06-11,10.0,5.5,,,Unknown
2024-06-12,17.4,4.7,,,Unknown
2024-06-13,16.2,6.2,,,Unknown
2024-06-14,20.3,7.4,,,Unknown
2024-06-15,22.3,9.5,,,Unknown
2024-06-16,15.0,9.5,,,Unknown
2024-06-17,17.3,5.4,,,Unknown
2024-06-18,21.2,9.1,,,Unknown
2024-06-19,24.3,5.0,,,Unknown
2024-06-20,29.8,11.1,,,Unknown
2024-06-21,21.0,6.7,,,Unknown
2024-06-22,19.4,4.5,,,Unknown
2024-06-23,21.6,7.3,,,Unknown
2024-06-24,19.3,10.8,,,Unknown
2024-06-25,16.0,9.8,,,Unknown
2024-06-26,21.0,7.1,,,Unknown
2024-06-27,16.4,5.0,,,Unknown
2024-06-28,9.5,4.3,,,Unknown
2024-06-29,16.8,3.5,,,Unknown
2024-06-30,12.5,9.7,,,Unknown
2024-07-01,22.4,10.4,,,Unknown
2024-07-02,24.7,7.9,,,Unknown
2024-07-03,25.4,8.6,,,Unknown
2024-07-04,21.6,12.9,,,Unknown
2024-07-05,17.0,11.6,,,Unknown
2024-07-06,18.3,11.4,,,Unknown
2024-07-07,23.0,11.0,,,Unknown
2024-07-08,23.7,11.0,,,Unknown
2024-07-09,24.9,12.3,,,Unknown
2024-07-10,22.5,13.9,,,Unknown
2024-07-11,16.4,9.2,,,Unknown
2024-07-12,23.3,5.2,,,Unknown
2024-07-13,21.9,12.4,,,Unknown
2024-07-14,16.5,9.0,,,Unknown
2024-07-15,14.8,8.5,,,Unknown
2024-07-16,17.4,9.3,,,Unknown
2024-07-17,15.9,11.0,,,Unknown
2024-07-18,15.7,10.3,,,Unknown
2024-07-19,21.3,15.3,,,Unknown
2024-07-20,24.2,10.9,,,Unknown
2024-07-21,20.9,14.6,,,Unknown
2024-07-22,19.9,9.4,,,Unknown
2024-07-23,22.5,9.6,,,Unknown
2024-07-24,23.8,7.1,37.6,,Unknown
2024-07-25,23.4,9.3,47.2,195,SSW
2024-07-26,16.8,10.5,57.9,234,SW
2024-07-27,20.4,4.2,50.6,342,NNW
2024-07-28,23.8,12.7,41.0,259,W
2024-07-29,24.4,12.3,69.9,239,WSW
2024-07-30,21.3,11.2,44.2,275,W
2024-07-31,21.3,12.3,34.5,115,ESE
2024-08-01,18.7,11.9,24.3,250,WSW
2024-08-02,17.3,9.9,60.2,226,SW
2024-08-03,17.8,9.2,20.2,110,ESE
2024-08-04,20.9,14.6,24.1,103,ESE
2024-08-05,24.5,14.3,35.1,252,WSW
2024-08-06,20.0,11.2,57.2,58,ENE
2024-08-07,20.0,9.1,55.1,295,WNW
2024-08-08,17.6,9.7,35.3,303,WNW
2024-08-09,22.0,7.3,49.3,282,WNW
2024-08-10,17.5,11.8,38.7,300,WNW
2024-08-11,21.2,7.9,40.6,344,NNW
2024-08-12,21.6,9.5,41.1,216,SW
2024-08-13,12.7,5.3,38.8,67,ENE
2024-08-14,19.6,3.8,40.4,44,NE
2024-08-15,20.3,11.8,43.3,269,W
2024-08-16,18.1,13.9,36.7,271,W
2024-08-17,16.7,14.0,40.2,225,SW
2024-08-18,16.0,9.6,33.6,269,W
2024-08-19,20.8,12.5,64.6,185,S
2024-08-20,17.7,8.6,54.8,271,W
2024-08-21,19.2,7.2,35.5,58,ENE
2024-08-22,19.8,7.1,22.7,75,ENE
2024-08-23,23.4,6.3,25.3,51,NE
2024-08-24,22.1,12.9,29.2,105,ESE
2024-08-25,24.3,13.1,27.5,270,W
2024-08-26,27.3,13.5,33.3,95,E
2024-08-27,22.3,14.1,50.7,257,WSW
2024-08-28,18.7,14.5,58.5,246,WSW
2024-08-29,15.8,7.8,60.9,338,NNW
2024-08-30,24.6,7.2,55.8,302,WNW
2024-08-31,18.7,8.8,79.3,312,NW
2024-09-01,17.9,14.3,71.8,227,SW
2024-09-02,18.3,12.1,58.4,209,SSW
2024-09-03,18.1,10.1,46.3,235,SW
2024-09-04,19.0,8.5,43.9,278,W
2024-09-05,18.8,9.3,55.8,279,W
2024-09-06,22.6,11.8,47.4,199,SSW
2024-09-07,24.1,11.2,21.4,239,WSW
2024-09-08,16.6,13.8,46.3,89,E
2024-09-09,18.4,11.0,54.8,222,SW
2024-09-10,16.6,9.3,56.7,225,SW
2024-09-11,17.8,9.8,34.0,206,SSW
2024-09-12,14.5,4.2,33.2,331,NNW
2024-09-13,14.2,4.5,29.2,274,W
2024-09-14,13.0,3.5,30.6,352,N
2024-09-15,16.3,1.1,37.2,325,NW
2024-09-16,19.8,8.0,43.3,119,ESE
2024-09-17,22.9,11.9,37.7,312,NW
2024-09-18,18.9,8.8,41.9,298,WNW
2024-09-19,14.9,8.3,36.1,148,SSE
2024-09-20,14.4,5.6,53.8,4,N
2024-09-21,10.5,5.1,34.9,22,NNE
2024-09-22,10.2,5.7,57.9,20,NNE
2024-09-23,12.1,5.8,68.8,322,NW
2024-09-24,13.4,6.4,56.9,337,NNW
2024-09-25,13.2,0.6,21.4,306,NW
2024-09-26,15.7,-0.7,17.9,62,ENE
2024-09-27,14.9,0.1,18.1,11,N
2024-09-28,15.8,5.5,15.5,157,SSE
2024-09-29,16.7,0.9,26.0,16,NNE
2024-09-30,11.6,6.7,60.4,309,NW
2024-10-01,13.9,4.2,66.7,1,N
2024-10-02,11.2,-0.1,27.1,27,NNE
2024-10-03,6.1,0.0,16.6,46,NE
2024-10-04,12.3,2.9,23.1,267,W
2024-10-05,13.6,6.9,31.3,2,N
2024-10-06,10.8,3.4,26.9,55,NE
2024-10-07,11.2,1.4,41.6,52,NE
2024-10-08,11.0,2.3,35.9,351,N
2024-10-09,6.7,2.6,39.2,93,E
2024-10-10,12.3,5.8,41.8,74,ENE
2024-10-11,11.8,2.9,35.9,240,WSW
2024-10-12,10.1,2.9,46.9,230,SW
2024-10-13,7.8,2.8,78.2,275,W
2024-10-14,9.7,3.0,76.2,324,NW
2024-10-15,5.7,2.9,56.1,352,N
2024-10-16,4.9,2.0,46.4,41,NE
2024-10-17,7.1,-1.6,45.7,345,NNW
2024-10-18,5.7,0.4,57.5,287,WNW
2024-10-19,10.5,-2.1,44.2,257,WSW
2024-10-20,11.6,4.3,23.0,217,SW
2024-10-21,13.2,5.2,56.1,144,SE
2024-10-22,8.2,-1.2,56.0,304,NW
2024-10-23,9.7,-0.4,79.3,287,WNW
2024-10-24,11.3,1.3,85.8,211,SSW
2024-10-25,4.3,-0.1,57.2,20,NNE
2024-10-26,6.2,1.5,52.3,19,NNE
2024-10-27,5.6,0.2,50.9,213,SSW
2024-10-28,2.9,-4.3,38.4,258,WSW
2024-10-29,1.7,-2.0,45.5,322,NW
2024-10-30,2.6,-7.8,43.1,338,NNW
2024-10-31,7.5,-0.3,57.8,212,SSW
2024-11-01,4.7,0.0,38.9,134,SE
2024-11-02,4.4,-4.3,53.4,326,NW
2024-11-03,3.0,-4.4,46.1,300,WNW
2024-11-04,1.2,-7.3,50.6,305,NW
2024-11-05,3.7,-7.2,34.8,283,WNW
2024-11-06,6.3,-0.1,28.5,219,SW
2024-11-07,5.2,-2.7,42.9,295,WNW
2024-11-08,3.4,-2.8,46.9,297,WNW
2024-11-09,2.5,-6.1,68.7,307,NW
2024-11-10,3.1,-7.2,65.1,359,N
2024-11-11,4.7,-2.4,49.0,270,W
2024-11-12,3.9,-0.2,44.8,84,E
2024-11-13,1.2,-5.0,80.7,355,N
2024-11-14,1.0,-4.3,61.1,338,NNW
2024-11-15,6.3,0.3,63.6,20,NNE
2024-11-16,8.0,4.2,31.3,19,NNE
2024-11-17,6.9,1.9,24.0,47,NE
2024-11-18,4.9,1.3,45.5,48,NE
2024-11-19,7.0,4.0,81.1,0,N
2024-11-20,5.2,3.6,80.3,24,NNE
2024-11-21,4.0,1.6,82.5,21,NNE
2024-11-22,3.0,-0.9,82.2,26,NNE
2024-11-23,2.2,-0.4,51.6,41,NE
2024-11-24,4.3,1.0,71.8,90,E
2024-11-25,5.1,2.9,76.9,52,NE
2024-11-26,3.8,-0.7,46.9,34,NE
2024-11-27,0.0,-3.5,23.6,29,NNE
2024-11-28,1.2,-1.8,20.8,37,NE
2024-11-29,-0.1,-0.8,49.8,61,ENE
2024-11-30,1.3,-0.3,60.6,56,NE
2024-12-01,-0.2,-2.3,76.1,204,SSW
2024-12-02,-0.3,-5.1,72.6,214,SW
2024-12-03,-1.5,-10.1,36.5,293,WNW
2024-12-04,-6.4,-11.0,30.2,332,NNW
2024-12-05,-5.8,-16.2,36.0,289,WNW
2024-12-06,2.1,-11.3,95.9,60,ENE
2024-12-07,-2.6,-10.2,82.2,211,SSW
2024-12-08,-8.4,-14.4,45.9,280,W
2024-12-09,-4.4,-13.6,79.2,307,NW
2024-12-10,-5.4,-11.3,100.7,312,NW
2024-12-11,-0.3,-14.2,35.7,339,NNW
2024-12-12,8.1,-0.3,63.1,114,ESE
2024-12-13,5.5,-3.3,81.6,206,SSW
2024-12-14,-2.5,-9.5,61.0,223,SW
2024-12-15,-3.9,-10.7,49.6,305,NW
2024-12-16,-0.9,-7.5,47.8,281,W
2024-12-17,0.6,-3.5,51.3,267,W
2024-12-18,4.6,-0.3,50.3,113,ESE
2024-12-19,0.6,-2.6,42.6,293,WNW
2024-12-20,-2.6,-15.0,68.8,0,N
2024-12-21,-3.5,-16.8,88.3,14,NNE
2024-12-22,-2.6,-9.7,100.0,10,N
2024-12-23,-9.7,-17.4,62.1,338,NNW
2024-12-24,-11.4,-22.4,51.1,342,NNW
2024-12-25,-5.8,-17.7,48.7,346,NNW
2024-12-26,-0.5,-8.8,57.3,258,WSW
2024-12-27,-3.1,-12.9,22.2,49,NE
2024-12-28,-2.3,-8.9,30.6,272,W
2024-12-29,-2.1,-6.5,29.4,353,N
2024-12-30,-0.6,-5.6,16.3,6,N
2024-12-31,-0.4,-2.2,34.9,92,E
2025-01-01,2.0,-0.6,18.4,123,ESE
2025-01-02,1.6,0.3,60.9,114,ESE
2025-01-03,1.4,-0.3,51.6,88,E
2025-01-04,-0.2,-2.4,36.4,129,SE
2025-01-05,1.7,-3.6,97.5,124,SE
2025-01-06,1.6,0.4,105.9,23,NNE
2025-01-07,1.9,0.6,55.7,61,ENE
2025-01-08,1.2,-0.8,45.6,17,NNE
2025-01-09,2.0,0.4,84.5,340,NNW
2025-01-10,1.8,-0.4,104.7,348,NNW
2025-01-11,1.8,-1.1,91.0,0,N
2025-01-12,-0.7,-3.8,89.4,342,NNW
2025-01-13,-2.0,-5.2,42.8,331,NNW
2025-01-14,-3.4,-6.6,35.8,351,N
2025-01-15,-3.7,-7.2,42.4,348,NNW
2025-01-16,-5.6,-11.3,46.5,346,NNW
2025-01-17,-4.9,-13.8,35.1,351,N
2025-01-18,-2.0,-14.2,47.2,299,WNW
2025-01-19,0.3,-3.4,49.3,176,S
2025-01-20,1.1,-6.3,71.8,160,SSE
2025-01-21,-6.3,-19.9,59.3,317,NW
2025-01-22,-19.9,-26.9,46.8,266,W
2025-01-23,-16.8,-25.7,61.1,310,NW
2025-01-24,-12.2,-18.0,49.5,271,W
2025-01-25,-11.7,-19.2,65.4,301,WNW
2025-01-26,-6.7,-15.9,45.3,267,W
2025-01-27,-2.6,-17.2,28.8,324,NW
2025-01-28,-1.6,-9.2,65.9,224,SW
2025-01-29,-4.1,-21.9,73.7,195,SSW
2025-01-30,-15.0,-21.4,44.7,241,WSW
2025-01-31,-17.3,-21.9,58.5,268,W
2025-02-01,-12.5,-23.6,50.4,262,W
2025-02-02,-17.1,-22.7,74.6,335,NNW
2025-02-03,-16.0,-23.1,57.4,251,WSW
2025-02-04,-2.1,-16.0,65.8,282,WNW
2025-02-05,-6.5,-22.3,76.9,346,NNW
2025-02-06,-13.7,-23.4,51.0,320,NW
2025-02-07,-1.4,-16.0,68.4,326,NW
2025-02-08,-3.5,-11.9,72.7,202,SSW
2025-02-09,-11.5,-22.2,37.6,286,WNW
2025-02-10,-8.2,-24.4,76.6,290,WNW
2025-02-11,-11.5,-19.9,75.4,317,NW
2025-02-12,-15.5,-20.8,64.8,290,WNW
2025-02-13,-11.0,-20.5,65.0,293,WNW
2025-02-14,-7.3,-16.8,65.8,13,NNE
2025-02-15,1.8,-10.4,83.2,339,NNW
2025-02-16,1.1,-3.9,102.9,340,NNW
2025-02-17,1.7,-4.4,65.5,307,NW
2025-02-18,2.7,-1.1,70.0,54,NE
2025-02-19,1.1,-5.3,90.8,353,N
2025-02-20,-3.2,-10.5,42.4,308,NW
2025-02-21,-2.9,-11.1,37.2,325,NW
2025-02-22,-2.7,-13.8,48.2,339,NNW
2025-02-23,-3.8,-18.2,37.9,260,W
2025-02-24,-4.6,-14.5,43.6,270,W
2025-02-25,-1.2,-14.5,70.6,258,WSW
2025-02-26,-0.9,-7.7,80.5,241,WSW
2025-02-27,-7.7,-16.4,98.4,352,N
2025-02-28,-0.1,-8.4,47.7,220,SW
2025-03-01,-2.6,-20.4,86.0,222,SW
2025-03-02,-4.2,-17.6,50.6,1,N
2025-03-03,-6.6,-15.3,54.0,342,NNW
2025-03-04,-11.8,-23.1,42.4,304,NW
2025-03-05,-6.5,-16.1,37.5,234,SW
2025-03-06,-4.3,-21.6,45.1,323,NW
2025-03-07,5.0,-4.3,49.7,116,ESE
2025-03-08,3.3,-6.2,98.7,89,E
2025-03-09,-0.6,-6.9,78.0,206,SSW
2025-03-10,-4.4,-8.6,52.0,353,N
2025-03-11,-6.9,-16.1,65.1,339,NNW
2025-03-12,-0.9,-12.7,63.9,253,WSW
2025-03-13,-3.2,-18.3,55.0,207,SSW
2025-03-14,-3.4,-16.7,49.3,279,W
2025-03-15,-3.4,-20.4,78.3,210,SSW
2025-03-16,-2.5,-19.5,24.0,241,WSW
2025-03-17,3.8,-6.3,25.5,118,ESE
2025-03-18,2.2,-6.1,34.0,171,S
2025-03-19,-0.7,-10.3,25.3,79,E
2025-03-20,2.3,-10.5,35.7,10,N
2025-03-21,5.8,-4.1,41.2,230,SW
2025-03-22,5.1,0.2,63.2,109,ESE
2025-03-23,3.4,-0.2,58.0,349,N
2025-03-24,-0.2,-10.2,51.2,299,WNW
2025-03-25,-3.1,-11.9,33.9,233,SW
2025-03-26,1.4,-10.5,39.1,3,N
2025-03-27,1.1,-6.5,62.5,269,W
2025-03-28,2.0,-12.1,60.2,0,N
2025-03-29,3.8,-11.4,13.9,46,NE
2025-03-30,0.9,-9.1,18.0,102,ESE
2025-03-31,0.6,-15.8,41.8,320,NW
2025-04-01,-1.2,-7.5,60.2,109,ESE
2025-04-02,-1.4,-10.3,107.1,45,NE
2025-04-03,-3.4,-15.7,92.2,323,NW
2025-04-04,-3.1,-10.1,38.4,245,WSW
2025-04-05,2.7,-13.0,44.3,30,NNE
2025-04-06,1.3,-10.0,38.3,260,W
2025-04-07,2.6,-4.3,47.1,124,SE
2025-04-08,-1.5,-13.0,47.6,251,WSW
2025-04-09,1.1,-12.0,59.1,195,SSW
2025-04-10,-1.3,-6.4,65.9,217,SW
2025-04-11,1.5,-7.4,52.5,216,SW
2025-04-12,4.2,-8.2,42.3,236,SW
2025-04-13,6.8,-5.5,36.0,277,W
2025-04-14,2.4,-1.5,69.7,301,WNW
2025-04-15,1.6,-1.6,94.2,35,NE
2025-04-16,1.7,-0.2,39.1,339,NNW
2025-04-17,3.4,-0.3,51.9,84,E
2025-04-18,4.5,-1.0,48.6,194,SSW
2025-04-19,5.1,-2.0,41.7,228,SW
2025-04-20,1.5,-0.8,70.7,109,ESE
2025-04-21,4.4,-0.8,84.7,15,NNE
2025-04-22,7.9,1.3,97.2,338,NNW
2025-04-23,5.3,-3.7,16.0,12,NNE
2025-04-24,7.7,-7.4,25.0,27,NNE
2025-04-25,5.9,-2.0,25.3,12,NNE
2025-04-26,9.5,-3.4,27.9,93,E
2025-04-27,4.5,-1.0,36.4,255,WSW
2025-04-28,3.7,-4.6,75.6,347,NNW
2025-04-29,6.2,-8.4,43.4,84,E
2025-04-30,6.1,-0.4,30.6,218,SW
2025-05-01,2.5,0.2,88.2,24,NNE
2025-05-02,10.8,-1.3,100.6,345,NNW
2025-05-03,3.3,-1.5,26.1,302,WNW
2025-05-04,9.5,-0.1,32.0,156,SSE
2025-05-05,3.1,0.2,65.7,240,WSW
